SP_open,SP_high,SP_low,SP_close,SP_Ajclose,SP_volume,DJ_open,DJ_high,DJ_low,DJ_close,DJ_Ajclose,DJ_volume,EU_Price,EU_open,EU_high,EU_low,Adj_Close
169.410004,169.740005,169.009995,169.5,151.939285,79428600,15543.96973,15576.20996,15516.2002,15545.54981,15545.54981,180920000,1.3186,1.3142,1.322,1.3131,128.839996
169.800003,169.830002,169.050003,169.139999,151.616562,80829700,15547,15604.21973,15544.05957,15567.74023,15567.74023,98700000,1.3224,1.3186,1.3241,1.3165,129.710007
169.789993,169.860001,168.179993,168.520004,151.060837,112914000,15576.69043,15602.59961,15496.83984,15542.24023,15542.24023,99320000,1.3201,1.3222,1.3256,1.3176,127.480003
168.220001,169.080002,167.940002,168.929993,151.428329,111088600,15539.16992,15560.33008,15455.58984,15555.61035,15555.61035,103260000,1.3277,1.3199,1.3296,1.3165,128.669998
168.220001,169.160004,167.520004,169.110001,151.589676,107814600,15547.84961,15560.96973,15405.16016,15558.83008,15558.83008,94880000,1.3279,1.3277,1.3297,1.3252,128.779999
168.679993,169.059998,168.110001,168.589996,151.12355,79695000,15557.13965,15557.13965,15482.26953,15521.96973,15521.96973,87240000,1.3262,1.3276,1.3297,1.3241,128.470001
169.100006,169.279999,168.190002,168.589996,151.12355,85209600,15534.49023,15593.91016,15479.12988,15520.58984,15520.58984,117550000,1.3263,1.3262,1.3302,1.3234,128.119995
169.990005,170.809998,169.899994,170.660004,152.97908,110438400,15503.84961,15650.69043,15503.84961,15628.01953,15628.01953,111040000,1.3207,1.3301,1.3311,1.3197,126.610001
170.279999,170.970001,170.050003,170.949997,153.239044,91116700,15627.55957,15658.42969,15558.67969,15658.36035,15658.36035,104840000,1.3283,1.3207,1.3295,1.319,126.360001
170.570007,170.960007,170.350006,170.699997,153.014938,54072700,15651.98047,15655.20996,15584.83008,15612.12988,15612.12988,76850000,1.3258,1.3274,1.3302,1.3232,125.699997
170.369995,170.740005,169.350006,169.729996,152.145432,87495000,15608.44043,15608.44043,15473.40039,15518.74023,15518.74023,87730000,1.3306,1.3258,1.3325,1.3245,123.970001
169.190002,169.429993,168.550003,169.179993,151.652451,84854700,15516.20996,15516.20996,15421.75,15470.66992,15470.66992,88430000,1.3337,1.3307,1.3347,1.3266,124.150002
169.979996,170.179993,168.929993,169.800003,152.208191,102181300,15477.26953,15557.12012,15418.59961,15498.32031,15498.32031,90990000,1.3382,1.3338,1.3403,1.3329,126.860001
169.580002,170.100006,168.720001,169.309998,151.768921,91757700,15496.62988,15507.75977,15346.65039,15425.50977,15425.50977,81180000,1.3343,1.338,1.3391,1.3333,126.860001
168.460007,169.309998,168.380005,169.110001,151.589676,68593300,15415.21973,15441.75,15359.92969,15419.67969,15419.67969,78060000,1.33,1.334,1.3346,1.3278,129.130005
169.410004,169.899994,168.410004,169.610001,152.037872,80806000,15420.67969,15504.13965,15342.33984,15451.00977,15451.00977,84790000,1.3262,1.3299,1.3317,1.3233,127.739998
169.529999,169.800003,168.699997,168.740005,151.258041,79829200,15447.70996,15453.08008,15316.62012,15337.66016,15337.66016,91030000,1.3256,1.3262,1.3279,1.3239,129
166.059998,166.630005,165.5,165.830002,148.64949,130868200,15112.57031,15139.76953,15054.37988,15081.46973,15081.46973,151620000,1.3329,1.3346,1.338,1.331,132.580002
165.639999,166.210007,164.759995,164.770004,147.699326,96437600,15076.79004,15106.38965,15005.41992,15010.74023,15010.74023,111660000,1.3335,1.3328,1.3376,1.3316,132.009995
165.039993,166.199997,164.860001,165.580002,148.4254,89294400,15011.82031,15074.91992,14992.16016,15002.99023,15002.99023,102340000,1.3417,1.3336,1.3453,1.3323,132.449997
165.119995,166.029999,164.190002,164.559998,147.511093,159530500,14993.80957,15019.7002,14880.83984,14897.54981,14897.54981,98340000,1.3357,1.3416,1.3428,1.3335,132.070007
164.899994,166.300003,164.889999,166.059998,148.855698,101471400,14908.59961,14989.12012,14899,14963.74023,14963.74023,153490000,1.3356,1.3355,1.3375,1.3299,132.809998
166.550003,166.830002,165.770004,166.619995,149.35762,90888900,14988.78027,15025.55957,14931.24023,15010.50977,15010.50977,131860000,1.3382,1.3356,1.341,1.3333,134.899994
166.789993,167.300003,165.889999,166,148.801865,89702100,15014.58008,15049.98047,14945.24023,14946.45996,14946.45996,102820000,1.3369,1.3382,1.3394,1.3356,135.449997
164.360001,166,163.210007,163.330002,146.408493,158619400,14939.25,14939.25,14765.41992,14776.12988,14776.12988,118610000,1.3393,1.3368,1.34,1.3324,136.75
163.259995,164.490005,163.050003,163.910004,146.928452,108113000,14770.99023,14867.40039,14760.41016,14824.50977,14824.50977,104620000,1.334,1.3393,1.3399,1.3306,136.710007
163.550003,165.039993,163.399994,164.169998,147.161469,119200500,14817.91016,14916.00977,14792.11035,14840.9502,14840.9502,93170000,1.3241,1.3339,1.3344,1.3219,135.869995
164.509995,164.529999,163.169998,163.649994,146.695374,134928900,14844.09961,14848.24023,14762.34961,14810.30957,14810.30957,135850000,1.3222,1.3243,1.3256,1.3175,134.619995
165.229996,165.580002,163.699997,164.389999,147.358704,142375100,14801.54981,14933.34961,14777.48047,14833.95996,14833.95996,142530000,1.317,1.3191,1.3198,1.3138,136.419998
164.429993,166.029999,164.130005,165.75,148.57782,97389400,14832.41992,14956.74023,14799.08984,14930.87012,14930.87012,122150000,1.3209,1.3171,1.322,1.3156,134.660004
165.850006,166.399994,165.729996,165.960007,148.766083,63090500,14929.49023,14987.46973,14923.26953,14937.48047,14937.48047,101010000,1.312,1.3207,1.3223,1.311,132.199997
166.509995,166.979996,164.479996,166.039993,148.837738,159756500,14941.54981,15009.83984,14789.40039,14922.5,14922.5,108410000,1.318,1.3119,1.3189,1.3104,134.149994
166.449997,167.729996,166.449997,167.630005,150.263,87559300,14927.19043,15088.41016,14927.19043,15063.12012,15063.12012,90660000,1.3255,1.3169,1.3281,1.3159,133.910004
168.639999,168.899994,168.259995,168.869995,151.374557,105847200,15067.23047,15192.12988,15067.23047,15191.05957,15191.05957,103200000,1.3268,1.3255,1.3276,1.323,131.740005
168.639999,169.399994,168.350006,169.399994,151.84964,94545900,15194.12988,15326.59961,15194.12988,15326.59961,15326.59961,102090000,1.3312,1.327,1.3327,1.3245,131.699997
169.339996,169.559998,168.720001,168.949997,151.446274,83209000,15327.13965,15345.32031,15283.25977,15300.63965,15300.63965,99760000,1.3299,1.331,1.3326,1.3261,127.669998
169.130005,169.460007,168.740005,169.330002,151.786865,72727800,15312.86035,15380.96973,15312.86035,15376.05957,15376.05957,90890000,1.3294,1.3299,1.3323,1.3255,127.82
171.160004,171.240005,170.039993,170.309998,152.665344,106299200,15381.36035,15549.87012,15381.36035,15494.78027,15494.78027,105740000,1.3334,1.3306,1.3386,1.3296,126.449997
170.460007,171.110001,170.460007,171.070007,153.346619,82523300,15503.15039,15555.07031,15503.15039,15529.73047,15529.73047,104480000,1.3359,1.3334,1.3371,1.3326,126.5
171.009995,173.520004,170.580002,173.050003,155.12149,203460600,15533.03027,15709.58008,15470.16016,15676.94043,15676.94043,145410000,1.3522,1.3359,1.3542,1.3338,132.009995
173.520004,173.600006,172.589996,172.759995,154.861542,146616900,15677.86035,15695.88965,15625.4502,15636.54981,15636.54981,116280000,1.353,1.3521,1.3569,1.35,131.75
172.330002,172.330002,170.580002,170.720001,153.778763,132867100,15635.08984,15654.76953,15448.08984,15451.08984,15451.08984,379650000,1.3524,1.3531,1.355,1.3498,127.959999
170.490005,170.649994,169.389999,169.929993,153.067154,104616500,15452.30957,15466.9502,15368.25,15401.37988,15401.37988,94920000,1.3493,1.3546,1.3556,1.3479,127.550003
169.899994,170.529999,169.210007,169.529999,152.706863,106333100,15402.54004,15433.75,15327.13965,15334.58984,15334.58984,85430000,1.3474,1.3493,1.3519,1.3464,127.660004
169.639999,169.979996,168.889999,169.039993,152.265503,117306500,15339.01953,15372.48047,15253.16016,15273.25977,15273.25977,81890000,1.3526,1.3473,1.3538,1.3461,128.789993
169.320007,170.169998,169.050003,169.690002,152.850998,77146900,15274.41992,15387.19043,15274.41992,15328.29981,15328.29981,79050000,1.3489,1.3526,1.3529,1.3471,127.790001
168.839996,169.139999,168.470001,168.910004,152.148407,99141800,15317.4502,15317.4502,15211.80957,15258.24023,15258.24023,95660000,1.3522,1.3487,1.3565,1.3473,128.970001
167.479996,168.539993,167.149994,168.009995,151.337677,143937000,15249.82031,15249.82031,15086.70996,15129.66992,15129.66992,122330000,1.3526,1.348,1.3557,1.3468,128.179993
168.139999,169.5,167.970001,169.339996,152.535706,127160000,15132.49023,15208.40039,15110.33984,15191.7002,15191.7002,82460000,1.3526,1.3528,1.359,1.3517,124.589996
168.789993,168.940002,166.839996,167.619995,150.986374,176698000,15127.23047,15127.23047,14947.03027,14996.48047,14996.48047,91300000,1.3618,1.3577,1.3646,1.3576,127.18
167.75,169.059998,167.529999,168.889999,152.130386,96878000,14994.67969,15083.99023,14972.33008,15072.58008,15072.58008,75100000,1.3558,1.3618,1.3632,1.3538,126.529999
167.419998,168.449997,167.25,167.429993,150.815277,96295000,15069.29981,15069.29981,14920.83008,14936.24023,14936.24023,79620000,1.3582,1.3556,1.3592,1.3542,127.639999
167.399994,167.619995,165.360001,165.479996,149.058746,178015000,14938.04004,14938.04004,14773.46973,14776.53027,14776.53027,102690000,1.3573,1.3583,1.3609,1.3558,127.400002
165.800003,166.199997,164.529999,165.600006,149.166809,168973000,14778.19043,14852.5,14719.42969,14802.98047,14802.98047,103190000,1.3524,1.3573,1.3605,1.3486,126.110001
167.289993,169.259995,167.229996,169.169998,152.382568,195955000,14806.38965,15126.07031,14806.38965,15126.07031,15126.07031,106540000,1.352,1.3524,1.3546,1.3488,124.269997
168.910004,170.320007,168.770004,170.259995,153.364395,105040000,15126.51953,15237.29981,15100.12988,15237.11035,15237.11035,85730000,1.3542,1.3519,1.3582,1.3517,122.599998
169.210007,171.080002,169.080002,170.940002,153.976929,112106000,15231.33008,15309.48047,15136.37988,15301.25977,15301.25977,81420000,1.3561,1.3544,1.3598,1.3542,122.830002
170.509995,171.149994,169.470001,169.699997,152.860001,155485000,15300.29981,15301.91016,15161.33008,15168.00977,15168.00977,91440000,1.3523,1.3561,1.3571,1.3479,123.730003
170.720001,172.160004,170.639999,172.070007,154.994797,161676000,15170.7002,15374.15039,15170.7002,15373.83008,15373.83008,92850000,1.3535,1.3523,1.3567,1.3472,123.540001
171.369995,173.320007,171.339996,173.220001,156.03067,129389000,15369.45996,15376.11035,15229.01953,15371.65039,15371.65039,108490000,1.3676,1.3535,1.3681,1.3514,127.419998
173.860001,174.509995,173.509995,174.389999,157.084564,138316000,15371.70996,15412.96973,15321.80957,15399.65039,15399.65039,156660000,1.3685,1.3674,1.3704,1.3659,126.849998
174.449997,174.75,174.009995,174.399994,157.093552,104104000,15401.32031,15410.17969,15362.66016,15392.2002,15392.2002,93660000,1.3683,1.3687,1.3691,1.3651,126.980003
174.910004,175.929993,174.429993,175.410004,158.003372,126663000,15394.21973,15518.09961,15394.21973,15467.66016,15467.66016,107030000,1.3781,1.3683,1.3794,1.3662,129.339996
174.809998,174.889999,173.960007,174.570007,157.246719,105484000,15465.33984,15465.66016,15366.19043,15413.33008,15413.33008,90630000,1.3777,1.3784,1.3794,1.3741,128.690002
174.919998,175.369995,174.509995,175.149994,157.76918,70350000,15414.87012,15528.62988,15414.12988,15509.20996,15509.20996,89240000,1.38,1.3776,1.3826,1.3764,129.899994
175.509995,176,175.169998,175.949997,158.489792,93625000,15523.71973,15570.59961,15512.95996,15570.28027,15570.28027,109900000,1.3805,1.3801,1.3833,1.3774,130.460007
175.889999,176.470001,175.699997,176.229996,158.741989,84979000,15569.19043,15599.08984,15533.48047,15568.92969,15568.92969,92760000,1.3784,1.3803,1.3817,1.3775,130.559998
176.630005,177.240005,176.380005,177.169998,159.588699,87401000,15572.20996,15683.08008,15572.20996,15680.34961,15680.34961,86600000,1.3746,1.3784,1.3813,1.3735,129.770004
177.380005,177.509995,175.660004,176.289993,158.796005,140002000,15680.74023,15721,15574.51953,15618.75977,15618.75977,79170000,1.3736,1.3745,1.3785,1.3696,129.600006
176.020004,176.610001,175.220001,176.210007,158.724014,142805000,15558.00977,15649.40039,15543.25,15615.54981,15615.54981,101830000,1.3487,1.3584,1.3592,1.3481,126.949997
176.690002,176.899994,175.979996,176.830002,159.282471,85677000,15621.2002,15658.90039,15588.48047,15639.12012,15639.12012,71200000,1.3516,1.3489,1.3527,1.3443,126.809998
176.139999,176.75,175.570007,176.270004,158.778,85825000,15631.21973,15651.88965,15522.17969,15618.21973,15618.21973,91890000,1.3474,1.3514,1.3523,1.3449,126.559998
177.029999,177.5,176.539993,177.169998,159.588699,87348000,15628.71973,15750.29004,15628.71973,15746.87988,15746.87988,109200000,1.3512,1.3476,1.355,1.3468,127.199997
177.5,177.639999,174.759995,174.929993,157.570953,157000000,15751.30957,15797.67969,15586.33008,15593.98047,15593.98047,103860000,1.342,1.3514,1.3529,1.3296,126.160004
174.869995,177.309998,174.850006,177.289993,159.696793,136713000,15591.54004,15764.29004,15579.34961,15761.78027,15761.78027,101200000,1.3371,1.342,1.3439,1.3317,124.279999
177.119995,177.529999,176.910004,177.320007,159.723816,62614000,15759.28027,15791.4502,15737.21973,15783.09961,15783.09961,58860000,1.3407,1.3361,1.3417,1.3344,123.870003
176.940002,177.360001,176.369995,176.960007,159.399521,83990000,15773.15039,15793.37988,15708.29004,15750.66992,15750.66992,79260000,1.3436,1.3407,1.3457,1.3359,122.449997
176.089996,178.429993,176.089996,178.380005,160.678619,103844000,15739.5,15822.98047,15672,15821.62988,15821.62988,92450000,1.3487,1.3436,1.3497,1.3392,122.849998
178.539993,179.419998,178.25,179.270004,161.480316,103435000,15806.21973,15884.99023,15798.74023,15876.21973,15876.21973,123860000,1.3459,1.3489,1.3499,1.3419,124.269997
179.559998,180.119995,179.330002,180.050003,162.182938,102818000,15876.16016,15962.98047,15875.90039,15961.7002,15961.7002,126460000,1.3495,1.3458,1.3506,1.3432,124.32
180.350006,180.5,179.020004,179.419998,161.615417,104796000,15962.71973,16030.28027,15942.16992,15976.01953,15976.01953,94860000,1.3505,1.3502,1.3543,1.3475,122.900002
179.330002,179.869995,178.720001,179.029999,161.264114,93891000,15974.05957,16025.84961,15943.78027,15967.03027,15967.03027,84570000,1.3539,1.3505,1.3549,1.3488,122.949997
179.389999,179.929993,177.979996,178.470001,160.759689,124909000,15971.2002,16016.84961,15865.37012,15900.82031,15900.82031,84350000,1.3439,1.3539,1.3579,1.3417,120.120003
178.970001,180.050003,178.860001,179.910004,162.056793,92841000,15908.07031,16016.04004,15908.07031,16009.99023,16009.99023,79000000,1.3482,1.344,1.3487,1.3399,119.940002
179.979996,180.830002,179.770004,180.809998,162.867477,81296000,16008.70996,16068.78027,15976.26953,16064.76953,16064.76953,81000000,1.3558,1.3482,1.3558,1.3462,119.919998
181.130005,181.169998,180.369995,180.630005,162.705353,79486000,16072.08984,16109.62988,16055.45996,16072.54004,16072.54004,94040000,1.3516,1.355,1.3561,1.3491,120.459999
180.720001,181.220001,180.410004,180.679993,162.750381,86994000,16070.92969,16120.25,16070.92969,16072.79981,16072.79981,107450000,1.3572,1.3517,1.3575,1.3514,119.82
180.869995,181.240005,180.649994,181.119995,163.146713,58800000,16073.37012,16107.99023,16057.33984,16097.33008,16097.33008,65730000,1.3579,1.3571,1.3613,1.3557,119.459999
181.320007,181.75,180.800003,181,163.038651,55870900,16105.16016,16174.50977,16074.13965,16086.41016,16086.41016,69190000,1.359,1.3605,1.3622,1.3579,120.699997
181.089996,181.429993,180.25,180.529999,162.61528,99726000,16087.12012,16098,15986.23047,16008.76953,16008.76953,92590000,1.3542,1.359,1.3617,1.3525,117.580002
179.940002,180.389999,179.169998,179.75,161.912704,116563000,16004.71973,16004.71973,15859.67969,15914.62012,15914.62012,103910000,1.359,1.354,1.3613,1.3523,117.959999
179.100006,180.479996,178.350006,179.729996,161.894653,123033000,15910.50977,15960.36035,15791.29004,15889.76953,15889.76953,111180000,1.3594,1.3589,1.3605,1.3528,119.959999
179.410004,179.740005,178.770004,178.940002,161.183075,106934000,15886.5,15896.19043,15809.37012,15821.50977,15821.50977,128080000,1.3668,1.3594,1.3678,1.3542,118.300003
180.669998,181.110001,180.149994,180.940002,162.984604,127728000,15825.54981,16022.34961,15825.54981,16020.2002,16020.2002,98260000,1.3706,1.3668,1.3708,1.363,118.550003
181.470001,181.669998,181.160004,181.399994,163.398926,70124000,16019.49023,16058.40039,16015.29004,16025.53027,16025.53027,91810000,1.3739,1.372,1.3747,1.3694,119.720001
180.979996,181.360001,180.639999,180.75,162.813446,80976000,16024.12012,16029.05957,15969.53027,15973.12988,15973.12988,79420000,1.3761,1.3738,1.3797,1.3733,121.82
180.820007,180.850006,178.5,178.720001,160.984909,130591000,15970.75,15997.21973,15827.7002,15843.53027,15843.53027,107170000,1.3786,1.376,1.3811,1.3739,120.860001
178.639999,178.860001,177.759995,178.130005,160.45343,115565000,15844.82031,15845.11035,15703.79004,15739.42969,15739.42969,105870000,1.3755,1.3787,1.3804,1.3736,118.290001
178.5,178.660004,177.770004,178.110001,160.435425,107808000,15745.66016,15792.79981,15717.91992,15755.36035,15755.36035,83180000,1.3743,1.3755,1.3771,1.371,119.379997
183.979996,184.070007,182.479996,182.919998,165.662872,119636900,16572.16992,16573.07031,16416.49023,16441.34961,16441.34961,80960000,1.3672,1.3756,1.3777,1.363,118
183.229996,183.600006,182.630005,182.889999,165.635696,81390600,16456.89063,16518.74023,16439.30078,16469.99023,16469.99023,72770000,1.3588,1.3672,1.3674,1.3582,119.290001
183.490005,183.559998,182.080002,182.360001,165.155701,108028200,16474.03906,16532.99023,16405.51953,16425.09961,16425.09961,89380000,1.3628,1.3589,1.3653,1.3571,119.5
183.089996,183.789993,182.949997,183.479996,166.170044,86144200,16429.01953,16562.32031,16429.01953,16530.93945,16530.93945,81270000,1.3616,1.3627,1.3657,1.3596,118.82
183.449997,183.830002,182.889999,183.520004,166.206268,96582300,16527.66016,16528.88086,16416.68945,16462.74023,16462.74023,103260000,1.3575,1.3617,1.3636,1.3554,118.120003
184.110001,184.130005,182.800003,183.639999,166.314957,90683400,16471.41016,16525.34961,16378.61035,16444.75977,16444.75977,83990000,1.3609,1.3577,1.3636,1.355,118.459999
183.949997,184.220001,183.009995,184.139999,166.767776,102026400,16453.61914,16487.65039,16379.01953,16437.05078,16437.05078,85190000,1.367,1.3609,1.3689,1.3577,120.260002
183.669998,184.179993,181.339996,181.690002,164.548904,149892000,16434.0293,16453.13086,16240.59961,16257.94043,16257.94043,111680000,1.3672,1.3669,1.3685,1.3637,121.019997
182.289993,183.770004,181.949997,183.669998,166.342148,105016100,16261.99023,16373.91992,16260.83008,16373.86035,16373.86035,98610000,1.3679,1.367,1.3699,1.3648,119.889999
184.100006,184.940002,183.710007,184.660004,167.238724,98525800,16378.03027,16505.2793,16376.78027,16481.93945,16481.93945,101130000,1.3605,1.368,1.3684,1.3582,119.660004
184.279999,184.660004,183.830002,184.419998,167.021378,72290600,16477.69922,16477.69922,16375.55957,16417.00977,16417.00977,87370000,1.362,1.3604,1.365,1.3582,119.790001
184.100006,184.449997,183.320007,183.639999,166.314957,107848700,16408.01953,16495.25977,16378.79981,16458.56055,16458.56055,184970000,1.3541,1.362,1.3623,1.3517,120.93
184.699997,184.770004,183.050003,184.179993,166.804001,88621200,16459.26953,16520.59961,16316.25,16414.43945,16414.43945,111570000,1.3561,1.3552,1.3571,1.3518,119.699997
184.490005,184.570007,183.910004,184.300003,166.912689,61270900,16420.48047,16453.49023,16332.98047,16373.33984,16373.33984,87470000,1.3548,1.3559,1.3584,1.3535,119.190002
183.369995,183.399994,181.820007,182.789993,165.545135,132496900,16371.99023,16372.95996,16140.58008,16197.34961,16197.34961,100540000,1.3695,1.3547,1.3699,1.353,121.790001
181.600006,181.660004,178.830002,178.889999,162.013046,208677100,16203.29004,16203.29004,15879.11035,15879.11035,15879.11035,141450000,1.3678,1.3697,1.3741,1.3665,122.290001
179.059998,179.520004,177.119995,178.009995,161.216095,180843100,15879.04981,15942.76953,15783.54981,15837.87988,15837.87988,127540000,1.3672,1.3677,1.3718,1.3654,120.959999
178.139999,179.300003,178.119995,179.070007,162.176102,110463200,15840.83984,15945.88965,15840.83984,15928.55957,15928.55957,89110000,1.3669,1.3673,1.3689,1.3629,120.949997
177.580002,178.550003,176.880005,177.350006,160.618362,216597300,15927.08008,15927.08008,15708.98047,15738.79004,15738.79004,109590000,1.3663,1.3668,1.3685,1.3603,122.470001
178.830002,179.809998,178.259995,179.229996,162.32103,118938100,15743.03027,15907.53027,15733.26953,15848.61035,15848.61035,92100000,1.3556,1.3662,1.3666,1.3543,119.769997
177.970001,178.369995,173.830002,174.169998,157.738373,254837100,15697.69043,15708.54004,15356.16992,15372.79981,15372.79981,151050000,1.3525,1.3493,1.3536,1.3476,121.32
174.949997,175.839996,174.110001,175.389999,158.843277,165012400,15372.92969,15481.84961,15356.62012,15445.24023,15445.24023,124110000,1.3519,1.3525,1.3539,1.3494,120.989998
174.779999,175.559998,173.710007,175.169998,158.644043,164230500,15443,15478.20996,15340.69043,15440.23047,15440.23047,105130000,1.3533,1.3519,1.3555,1.3498,121.290001
175.580002,177.479996,175.220001,177.479996,160.736115,132877600,15443.83008,15632.08984,15443,15628.53027,15628.53027,106980000,1.359,1.3533,1.3621,1.3485,121.239998
178.309998,179.869995,177.729996,179.679993,162.728561,170787200,15630.63965,15798.50977,15625.53027,15794.08008,15794.08008,105780000,1.3635,1.359,1.3642,1.3553,122.169998
179.699997,180.070007,179.210007,180.009995,163.027405,92218800,15793.62988,15801.79004,15733.69043,15801.79004,15801.79004,84110000,1.3647,1.3634,1.3653,1.3609,122.919998
180.160004,182.440002,180.039993,181.979996,164.811554,117814100,15804.16992,16027.19043,15803.40039,15994.76953,15994.76953,95930000,1.3639,1.3648,1.3686,1.3631,124.360001
182.25,182.830002,181.710007,182.070007,164.893066,94717700,15993.04004,16036.55957,15928.75,15963.94043,15963.94043,77310000,1.3594,1.3639,1.3655,1.3563,124.43
180.839996,183.199997,180.830002,183.009995,165.744354,100542200,15946.99023,16039.37012,15863.25,16027.58984,16027.58984,99470000,1.3681,1.3594,1.3694,1.3586,125.489998
182.839996,184.360001,182.669998,184.020004,166.659103,96498400,16018.08008,16175.54981,15985.38965,16154.38965,16154.38965,84060000,1.3693,1.3681,1.3718,1.3674,127.150002
184.179993,184.490005,183.649994,184.240005,166.858337,80460900,16153.96973,16167.33008,16107.04004,16130.40039,16130.40039,91250000,1.3758,1.3706,1.377,1.3694,127.400002
183.759995,184.949997,182.869995,183.020004,165.753448,126524300,16126.23047,16225.71973,16031.66016,16040.55957,16040.55957,80560000,1.3733,1.3757,1.3774,1.3724,126.269997
183.270004,184.520004,182.600006,184.100006,166.731537,104998100,16044.15039,16161.63965,16006.58984,16133.23047,16133.23047,77720000,1.3718,1.3733,1.3763,1.3685,127.599998
184.449997,184.889999,183.800003,183.889999,166.541351,118116400,16135.91992,16191.91992,16093.79981,16103.29981,16103.29981,126580000,1.374,1.372,1.376,1.3704,127.580002
184.279999,186.149994,184.199997,184.910004,167.465149,114063900,16102.26953,16300.04004,16102.26953,16207.13965,16207.13965,244580000,1.3735,1.3735,1.377,1.3708,128.990005
185.059998,185.589996,184.229996,184.839996,167.401733,117085000,16207.33984,16254.25977,16147.25,16179.66016,16179.66016,99470000,1.3746,1.3735,1.3767,1.3714,129.210007
185.110001,185.600006,184.330002,184.850006,167.410782,98677200,16180.36035,16252.34961,16155.86035,16198.41016,16198.41016,93980000,1.3688,1.3744,1.3758,1.3661,128.110001
184.580002,185.869995,184.369995,185.820007,168.289276,93880800,16197.7002,16276.28027,16159.80957,16272.65039,16272.65039,97640000,1.3709,1.3687,1.3727,1.3642,128.199997
184.649994,185.449997,183.75,184.979996,167.528534,167748500,16321.70996,16321.70996,16071.25,16168.03027,16168.03027,92760000,1.3735,1.3786,1.3793,1.3725,130.289993
186.789993,187.979996,186.75,187.580002,169.88324,167545900,16169.32031,16419.49023,16169.32031,16395.88086,16395.88086,96120000,1.3744,1.3735,1.3782,1.372,128.679993
187.740005,188.070007,187.449997,187.75,170.037186,88376900,16395.88086,16406.55078,16343.95996,16360.17969,16360.17969,73980000,1.3733,1.3742,1.3746,1.3706,128.889999
188.210007,188.610001,187.779999,188.179993,170.42662,82516500,16360.55957,16450.16992,16360.55957,16421.89063,16421.89063,75900000,1.3861,1.3734,1.3874,1.3723,130.169998
188.960007,188.960007,187.429993,188.259995,170.4991,114513500,16424.5293,16505.69922,16398.85938,16452.7207,16452.7207,80690000,1.3878,1.386,1.3917,1.3854,129.089996
187.970001,188.229996,187.080002,188.160004,170.408493,74939200,16453.09961,16453.09961,16334.2002,16418.67969,16418.67969,68210000,1.3877,1.3875,1.3898,1.3861,129.130005
188.440002,188.710007,186.800003,187.229996,169.566254,99009100,16419.39063,16460.33008,16325.16992,16351.25,16351.25,78150000,1.3859,1.3874,1.388,1.3832,129.860001
186.320007,187.350006,185.899994,187.279999,169.611542,104824400,16350.66992,16364.74023,16260.03027,16340.08008,16340.08008,77900000,1.3904,1.3859,1.3914,1.3841,131.759995
187.839996,187.990005,184.660004,185.179993,167.709656,155014300,16341.54981,16405.07031,16084.09961,16108.88965,16108.88965,86160000,1.3869,1.3903,1.3968,1.3844,132.210007
184.850006,185.800003,184.440002,184.660004,167.238724,153919600,16106.32031,16165.04981,16046.99023,16065.66992,16065.66992,85660000,1.3914,1.3866,1.3937,1.3847,133.100006
185.589996,186.770004,185.509995,186.330002,168.75116,98359500,16066.37012,16270.33984,16066.37012,16247.21973,16247.21973,88930000,1.3922,1.3911,1.3949,1.3879,131.639999
186.710007,187.910004,186.509995,187.660004,169.955658,101804600,16245.92969,16369.94043,16245.92969,16336.19043,16336.19043,79140000,1.3934,1.3921,1.3942,1.388,130.619995
187.679993,187.940002,185.470001,186.660004,169.050003,176267300,16335.70996,16363.32031,16126.29004,16222.16992,16222.16992,90110000,1.3833,1.3933,1.3935,1.3809,128.089996
186.25,187.889999,185.919998,187.75,170.037186,117241000,16221.98047,16353.98047,16160.33008,16331.04981,16331.04981,91530000,1.3779,1.3832,1.3845,1.3749,127.860001
187.710007,189.020004,186.029999,186.199997,169.377365,163128000,16332.69043,16456.44922,16290.79004,16302.76953,16302.76953,353670000,1.3794,1.3779,1.3813,1.3767,128.470001
186.839996,187.070007,184.619995,185.429993,168.676895,121411000,16303.28027,16380.50977,16215.55957,16276.69043,16276.69043,110620000,1.3839,1.3792,1.3876,1.376,126.18
186.369995,186.940002,185.270004,186.309998,169.477402,103852000,16279.2002,16407.17969,16279.2002,16367.87988,16367.87988,89110000,1.3827,1.3839,1.3848,1.375,126.410004
187.039993,187.339996,184.919998,184.970001,168.258484,119843000,16370.70996,16466.03906,16268.99023,16268.99023,16268.99023,92770000,1.3783,1.3827,1.3829,1.3777,125.410004
184.75,185.339996,183.899994,184.580002,167.903732,142383000,16268.66992,16300.94043,16191.79004,16264.23047,16264.23047,93650000,1.374,1.3781,1.3798,1.3729,124.589996
185.110001,186.419998,185,185.490005,168.731522,101642000,16267.76953,16414.85938,16267.76953,16323.05957,16323.05957,86370000,1.3753,1.374,1.3773,1.3705,124.559998
186.669998,187.300003,185.520004,187.009995,170.114197,99745000,16324.21973,16480.84961,16324.21973,16457.66016,16457.66016,104510000,1.3771,1.3755,1.3807,1.3734,123.610001
187.619995,188.360001,187,188.25,171.242111,89193000,16458.05078,16565.73047,16457.59961,16532.60938,16532.60938,88010000,1.3794,1.3769,1.3817,1.3767,123.389999
